ID,Rank,TOP_BLUE_Champ,JG_BLUE_Champ,MID_BLUE_Champ,BOT_BLUE_Champ,SUP_BLUE_Champ,TOP_RED_Champ,JG_RED_Champ,MID_RED_Champ,BOT_RED_Champ,SUP_RED_Champ,Blue_Win,Red_Win
4248354894,diamond,Ornn,Shyvana,Kayle,Draven,Yuumi,Akshan,Elise,Soraka,Jinx,Thresh,False,True
4248324528,diamond,Kayle,Volibear,Talon,Kai'Sa,Nautilus,Akali,Kayn,Viktor,Zeri,Soraka,False,True
4248323718,platinum,Sion,Graves,Orianna,Jinx,Lulu,Vayne,Evelynn,Vex,Ashe,Karma,False,True
4248341976,platinum,Sion,Jarvan IV,Orianna,Kai'Sa,Senna,Ornn,Rek'Sai,Caitlyn,Sivir,Lux,False,True
4248320274,diamond,Aatrox,Kindred,Corki,Jinx,Lulu,Lissandra,Nocturne,Taliyah,Ezreal,Alistar,True,False
4248288310,diamond,Mordekaiser,Twitch,Zed,Ezreal,Karma,Lucian,Kha'Zix,Viktor,Ashe,Nautilus,True,False
4248266562,,Yone,Lillia,Ryze,Ezreal,Nami,Aatrox,Zac,Anivia,Vayne,Thresh,True,False
4248292939,platinum,Aatrox,Nocturne,LeBlanc,Samira,Nautilus,Renekton,Nidalee,Viktor,Lucian,Leona,False,True
4248241600,diamond,Camille,Viego,Galio,Jinx,Karma,Tryndamere,Nidalee,Viktor,Vayne,Lulu,True,False
4248205719,platinum,Akshan,Viego,Talon,Ziggs,Janna,Yone,Hecarim,Malzahar,Samira,Nautilus,False,True
4248191283,diamond,Sett,Zed,Kassadin,Twitch,Renata Glasc,Shyvana,Graves,Fizz,Aphelios,Thresh,False,True
4248175222,platinum,Kennen,Twitch,Galio,Samira,,Sion,Ekko,Yone,Tristana,Leona,True,False
4248150594,platinum,Sett,Trundle,Kassadin,Jhin,Karma,Urgot,Lee Sin,Viktor,Twitch,Soraka,False,True
4248090140,diamond,Malphite,Shyvana,Vex,Twitch,Galio,Nasus,Vi,Ezreal,Tristana,Alistar,True,False
4248005455,platinum,Darius,Udyr,Ziggs,Ezreal,Leona,Mordekaiser,Viego,Katarina,Jinx,Lux,True,False
4247988692,diamond,Darius,Rengar,Orianna,Twitch,Leona,Sion,Nidalee,Qiyana,Miss Fortune,Lux,True,False
4247451626,platinum,Sylas,Amumu,Zoe,Draven,Pyke,Quinn,Hecarim,Lissandra,Ezreal,Nautilus,True,False
4247367800,platinum,Ahri,Graves,Viktor,Miss Fortune,Karma,Kayle,Shyvana,Zed,Jinx,Janna,True,False
4247353508,platinum,Sion,Lee Sin,Kayle,Vayne,Alistar,Yorick,Graves,Rumble,Samira,Thresh,True,False
4247324852,platinum,Aatrox,Viego,Orianna,Jinx,Zyra,Yorick,Ekko,Sylas,Twitch,Soraka,False,True
4246351785,diamond,Garen,Kayle,Twisted Fate,Twitch,Thresh,Singed,Olaf,Yone,Ashe,Janna,False,True
4246270116,diamond,Gangplank,Volibear,Katarina,Twitch,Braum,Akali,Kayn,Akshan,Veigar,Lux,True,False
4246154003,platinum,Urgot,Nocturne,Ahri,Miss Fortune,Karma,Nasus,Kha'Zix,Azir,Jhin,Tahm Kench,False,True
4242698626,platinum,Fiora,Olaf,LeBlanc,Ashe,Senna,Garen,Hecarim,Viktor,Jhin,Zilean,True,False
4242696434,platinum,Sion,Wukong,Viktor,Ashe,Blitzcrank,Illaoi,Ekko,Karma,Jhin,Senna,True,False
4242655681,platinum,Aatrox,Taliyah,Corki,Caitlyn,Thresh,Jayce,Graves,Ryze,Ezreal,Yuumi,True,False
4242672585,platinum,Gangplank,Shyvana,Talon,Jinx,Janna,Quinn,Kayn,Viktor,Vayne,Thresh,True,False
4242649773,platinum,Garen,Rek'Sai,Vladimir,Vayne,Lux,Gangplank,Nunu & Willump,Yone,Kai'Sa,Soraka,False,True
4242625752,diamond,Akali,Kayn,Yone,Swain,Leona,Kennen,Graves,Katarina,Lucian,Blitzcrank,True,False
4242631970,platinum,Sion,Trundle,Katarina,Kog'Maw,Soraka,Fiora,Graves,Akshan,Kai'Sa,Karma,True,False
4242529012,platinum,Yone,Shyvana,Twisted Fate,Ezreal,Nami,Gragas,Rengar,Talon,Twitch,Lulu,False,True
4242534626,diamond,Warwick,Graves,Ahri,Jinx,Zilean,Fiora,Olaf,LeBlanc,Caitlyn,Janna,False,True
4242518721,platinum,Fiora,Gwen,Irelia,Vayne,Bard,Tryndamere,Graves,Mordekaiser,Jhin,Zilean,True,False
4242485186,diamond,Yone,Warwick,Zilean,Twitch,Braum,Gragas,Viego,Vex,Ezreal,Brand,False,True
4242453733,platinum,Aatrox,Diana,Ryze,Tristana,Rakan,Gragas,Hecarim,Veigar,Jinx,Renata Glasc,False,True
4242345034,diamond,Graves,Rek'Sai,LeBlanc,Twitch,Brand,Garen,Vi,Morgana,Ezreal,Karma,True,False
4240951998,diamond,Ivern,Lee Sin,Ahri,Vayne,Lulu,Urgot,Graves,Twisted Fate,Xayah,Rakan,True,False
4240897513,platinum,Volibear,Taliyah,Yasuo,Kog'Maw,Rakan,Yone,Olaf,Katarina,Caitlyn,Morgana,True,False
4240894042,platinum,Sett,Amumu,Kayle,Sivir,Senna,Sylas,Karthus,Yasuo,Jinx,Alistar,False,True
4240699734,diamond,Sett,Jarvan IV,Veigar,Lucian,Soraka,Tryndamere,Udyr,Viktor,Caitlyn,Thresh,False,True
4240606199,diamond,Renekton,Lee Sin,Irelia,Twitch,Nami,Warwick,Shaco,Twisted Fate,Jinx,Soraka,False,True
4240498486,diamond,Wukong,Diana,Sylas,Ezreal,Zilean,Fiora,Elise,Akshan,Aphelios,Lulu,True,False
4239963686,diamond,Garen,Qiyana,Diana,Brand,Nami,Graves,Xin Zhao,Malzahar,Ezreal,Senna,False,True
4239990933,diamond,Trundle,Lee Sin,Ahri,Twitch,Xerath,Riven,Zac,Lux,Jinx,Leona,True,False
4239918593,platinum,Yone,Diana,Seraphine,Ashe,Nautilus,Irelia,Graves,Akali,Jinx,Janna,False,True
4239925720,platinum,Aatrox,Kindred,Syndra,Kai'Sa,Renata Glasc,Nasus,Xin Zhao,Ahri,Jinx,Pyke,True,False
4239912633,platinum,Sett,Ekko,Anivia,Vayne,Alistar,Dr. Mundo,Vi,Kassadin,Kai'Sa,Nautilus,False,True
4239869131,diamond,Sett,Kha'Zix,Anivia,Kai'Sa,Karma,Graves,Master Yi,Katarina,Jhin,Soraka,True,False
4239874006,platinum,Sion,Vi,Brand,Jinx,Leona,Fiora,Graves,Ahri,Tristana,Nautilus,True,False
4239849990,platinum,Shen,Graves,Anivia,Jhin,Thresh,Garen,Nunu & Willump,Sylas,Twitch,Zyra,True,False
4239761219,diamond,Urgot,Lillia,Malphite,Seraphine,Senna,Irelia,Diana,Ahri,Tristana,Lulu,True,False
4239693636,platinum,Fiora,Kha'Zix,Fizz,Ezreal,Nautilus,Akali,Lee Sin,Ahri,Xayah,Blitzcrank,False,True
4239608423,platinum,Kassadin,Fiddlesticks,Talon,Jinx,Sona,Sett,Rengar,Yorick,Miss Fortune,Thresh,False,True
4239631283,diamond,LeBlanc,Viego,Rumble,Ezreal,Senna,Trundle,Zed,Teemo,Jinx,Lux,True,False
4239595284,diamond,Fiora,Ekko,Qiyana,Twitch,Sona,Irelia,Sejuani,Kassadin,Vayne,Renata Glasc,False,True
4236099203,diamond,Rammus,Trundle,Sylas,Zeri,Lux,Sett,Zac,Viktor,Ezreal,Yuumi,False,True
4236095308,diamond,Jax,Kayn,Kassadin,Kai'Sa,Nautilus,Gragas,Rek'Sai,Yone,Twitch,Vel'Koz,True,False
4236100845,diamond,Jax,Kha'Zix,Kassadin,Draven,Xerath,Garen,Volibear,Talon,Caitlyn,Morgana,True,False
4236036395,diamond,Sett,Jarvan IV,Lissandra,Vayne,Zilean,Darius,Elise,Fizz,Tristana,Karma,False,True
4235967572,,Graves,Fiddlesticks,Zed,Ezreal,Nami,Vayne,Lee Sin,Zoe,Kai'Sa,Seraphine,False,True
4235936900,platinum,Jayce,Viego,Swain,Tristana,Yuumi,Irelia,Graves,Fizz,Sett,Zilean,True,False
4233230194,diamond,Irelia,Xin Zhao,Ryze,Twitch,Tahm Kench,Rengar,Sion,Vladimir,Ezreal,Senna,True,False
4233167854,diamond,Nasus,Graves,Ahri,Twitch,Taliyah,Volibear,Xin Zhao,Annie,Vayne,Nami,False,True
4233165007,platinum,Graves,Lillia,Akshan,Twitch,Pyke,Yone,Viego,Qiyana,Kindred,Soraka,False,True
4233171367,diamond,Gragas,Xin Zhao,Vex,Jinx,Senna,Nasus,Zac,Swain,Aphelios,Lulu,False,True
4233076102,diamond,Sett,Hecarim,Ekko,Ezreal,Blitzcrank,Gangplank,Graves,Syndra,Jinx,Janna,True,False
4232070488,platinum,Poppy,Volibear,Vladimir,Jinx,Leona,Sejuani,Rek'Sai,Annie,Ashe,Sona,True,False
4232025038,diamond,Volibear,Trundle,Veigar,Kai'Sa,Pyke,Aatrox,Udyr,Corki,Lucian,Yuumi,False,True
4231964974,platinum,Aatrox,Hecarim,Ahri,Jinx,Sona,Garen,Jarvan IV,Vladimir,Jhin,Brand,False,True
4231918117,platinum,Camille,Nunu & Willump,Katarina,Twitch,Pyke,Jayce,Hecarim,Neeko,Vayne,Senna,False,True
4231113263,diamond,Vayne,Xin Zhao,Ahri,Jhin,Senna,Lucian,Kha'Zix,LeBlanc,Caitlyn,Janna,True,False
4231069725,platinum,Riven,Amumu,Ahri,Lucian,Nami,Vayne,Graves,Akali,Draven,Renata Glasc,True,False
4231036564,diamond,Yorick,Zac,Yasuo,Kai'Sa,Senna,Akali,Poppy,Pyke,Tristana,Rell,True,False
4230975105,platinum,Annie,Lee Sin,Kassadin,Vayne,Janna,Jayce,Kayn,Azir,Caitlyn,Lux,False,True
4230990630,platinum,Sett,Volibear,Annie,Jinx,Morgana,Pantheon,Kayn,Ryze,Draven,Renata Glasc,True,False
4230925294,platinum,Jax,Graves,Lux,Sivir,Maokai,Mordekaiser,Kha'Zix,Lulu,Jinx,Soraka,False,True
4230887724,platinum,Kled,Vi,Yasuo,Ezreal,Morgana,Jax,Diana,Zed,Jhin,Leona,True,False
4230872376,platinum,Kayle,Karthus,Renekton,Senna,Morgana,Gangplank,Hecarim,Xerath,Miss Fortune,Nautilus,False,True
4230806817,platinum,Sett,Elise,Malzahar,Vayne,Thresh,Yasuo,Kindred,Annie,Ashe,Senna,False,True
4255513793,diamond,Darius,Kindred,Vladimir,Zeri,Soraka,Sion,Master Yi,Kayle,Ezreal,Xerath,False,True
4255487455,platinum,Fiora,Lee Sin,Vladimir,Senna,Zyra,Malphite,Lillia,Qiyana,Kai'Sa,Yuumi,False,True
4255440979,diamond,Akali,Viego,Vladimir,Zeri,Blitzcrank,Camille,Hecarim,Ahri,Jinx,Thresh,False,True
4254715665,,Camille,Kha'Zix,Cho'Gath,Kai'Sa,Soraka,Irelia,Kindred,Galio,Kalista,Rakan,False,True
4254677147,diamond,Ornn,Kha'Zix,Viktor,Kai'Sa,Soraka,Jax,Graves,Yasuo,Veigar,Pyke,False,True
4254632710,platinum,Ornn,Kha'Zix,Yasuo,Veigar,Thresh,Sion,Kindred,Sylas,Kai'Sa,Yuumi,False,True
4253717259,diamond,Fiora,Fiddlesticks,Akali,Kai'Sa,Soraka,Darius,Lee Sin,Zed,Veigar,Nami,True,False
4253673767,platinum,Graves,Hecarim,Katarina,Jinx,Lulu,Singed,Kindred,Anivia,Kai'Sa,Yuumi,False,True
4253656177,diamond,Kayle,Viego,Anivia,Caitlyn,Soraka,Sett,Karthus,Kai'Sa,Aphelios,Xerath,True,False
4252839125,platinum,Master Yi,Warwick,Sylas,Kai'Sa,Neeko,Garen,Kha'Zix,Irelia,Caitlyn,Yuumi,False,True
4252871408,platinum,Fiora,Shaco,Viktor,Caitlyn,Yuumi,Yorick,Master Yi,Zilean,Jinx,Lulu,True,False
4252814253,platinum,Nocturne,Hecarim,Lux,Kai'Sa,Soraka,Jayce,Ekko,Xerath,Lucian,Pyke,True,False
4251765483,platinum,Malphite,Kha'Zix,Cassiopeia,Jhin,Ahri,Jayce,Graves,LeBlanc,Kai'Sa,Soraka,False,True
4249909637,platinum,Illaoi,Warwick,Veigar,Kai'Sa,Soraka,Nasus,Vi,Ahri,Jinx,Yuumi,False,True
4249913554,gold,Mordekaiser,Jarvan IV,Katarina,Yasuo,Nami,Garen,Viego,Annie,Kai'Sa,Yuumi,False,True
4247242549,platinum,Fiora,Master Yi,LeBlanc,Kai'Sa,Yuumi,Nasus,Olaf,Vex,Twitch,Taliyah,False,True
4247186228,platinum,Mordekaiser,Jarvan IV,Ahri,Kai'Sa,Seraphine,Akali,Kha'Zix,Yone,Ezreal,Soraka,False,True
4247180097,,Irelia,Diana,Yasuo,Jhin,Yuumi,Renekton,Hecarim,Kai'Sa,Jinx,Sona,False,True
4247124762,diamond,Soraka,Trundle,Fizz,Aphelios,Lulu,Mordekaiser,Kindred,Qiyana,Kai'Sa,Yuumi,False,True
4246461712,platinum,Jayce,Elise,Kassadin,Jinx,Brand,Teemo,Ekko,Lucian,Caitlyn,Lulu,True,False
4246405123,diamond,Gnar,Vi,Veigar,Jinx,Pyke,Aatrox,Ekko,Kai'Sa,Ezreal,Yuumi,True,False
4244948125,,Aatrox,Ekko,Ahri,Caitlyn,Bard,Fiora,Nocturne,Fizz,Vayne,Lulu,True,False
4244933378,platinum,Poppy,Leona,Ziggs,Ezreal,,Irelia,Ekko,Talon,Tristana,Yuumi,False,True
4244213781,platinum,Dr. Mundo,Rek'Sai,Diana,Kai'Sa,Yuumi,Garen,Rengar,Ahri,Zeri,Janna,False,True
4244148997,diamond,Irelia,Viego,Zed,Veigar,Nautilus,Jayce,Lee Sin,Zoe,Ezreal,Soraka,True,False
4243390348,platinum,Camille,Kha'Zix,Viktor,Ashe,Yuumi,Akali,Graves,Ahri,Ezreal,Renata Glasc,True,False
4243275910,platinum,Fiora,Shaco,Akshan,Kai'Sa,Lux,Sett,Kayn,Kog'Maw,Ezreal,Yuumi,True,False
4243218652,platinum,Cho'Gath,Kayn,Ahri,Aphelios,Blitzcrank,Fiora,Twitch,Ekko,Zeri,Renata Glasc,False,True
4243194415,platinum,Aatrox,Kayn,Viktor,Lucian,Yuumi,Camille,Trundle,Annie,Sivir,Sylas,True,False
4243128938,platinum,Gangplank,Kindred,Akali,Seraphine,Soraka,Sett,Fiddlesticks,Yone,Sivir,Janna,False,True
4243076037,platinum,Sion,Kayn,Ziggs,Jinx,Blitzcrank,Darius,Hecarim,Qiyana,Aphelios,Nautilus,True,False
4242501319,platinum,Fiora,Rengar,Orianna,Zeri,Janna,Camille,Trundle,Zilean,Kai'Sa,Yuumi,True,False
4242405190,diamond,Aatrox,Shaco,Qiyana,Jinx,Yuumi,Neeko,Graves,Ahri,Caitlyn,Leona,False,True
4242357474,platinum,Tryndamere,Yone,,Caitlyn,Lux,Cho'Gath,Kha'Zix,Pyke,Twitch,Yuumi,False,True
4242343143,,Mordekaiser,Lee Sin,Ryze,Samira,Blitzcrank,Garen,Lillia,Warwick,Vayne,Tahm Kench,True,False
4241678291,platinum,Fiora,Kha'Zix,Akshan,Jhin,Zilean,Tryndamere,Graves,Lux,Ezreal,Yuumi,False,True
4241662555,platinum,Irelia,Xin Zhao,Ryze,Jhin,Yuumi,Tryndamere,Olaf,Ekko,Twitch,Lulu,False,True
4241615143,platinum,Gragas,Kayn,Qiyana,Jhin,Yuumi,Darius,Diana,Irelia,Caitlyn,Lux,True,False
4241556744,platinum,Malphite,Ekko,Veigar,Jhin,Nautilus,Garen,Kha'Zix,Kassadin,Miss Fortune,Yuumi,False,True
4241512824,platinum,Akali,Kayn,Brand,Kai'Sa,Yuumi,Yasuo,Hecarim,Syndra,Zeri,Senna,False,True
4240705815,diamond,Garen,Kayn,Vex,Caitlyn,Soraka,Sion,Lee Sin,Ekko,Tristana,Yuumi,False,True
4240587246,platinum,Sett,Zac,Ekko,Lucian,Lux,Sion,Kindred,Vladimir,Kai'Sa,Yuumi,False,True
4240537735,platinum,Maokai,Lee Sin,Kassadin,Kai'Sa,Yuumi,Jayce,Shyvana,Lucian,Veigar,Seraphine,False,True
4239739276,platinum,Yone,Graves,Lux,Xayah,Xerath,Sett,Hecarim,Zilean,Kai'Sa,Lulu,False,True
4239731929,platinum,Olaf,Nidalee,Seraphine,Ashe,Zilean,Jayce,Hecarim,Ahri,Kai'Sa,Soraka,False,True
4239685396,platinum,Fiora,Diana,Viego,Twitch,Yuumi,Darius,Lee Sin,Garen,Jinx,Lulu,True,False
4231574917,diamond,Akali,Ekko,Twisted Fate,Jhin,Yuumi,Aatrox,Hecarim,Veigar,Twitch,Karma,False,True
4231508865,platinum,Tahm Kench,Hecarim,Zed,Xayah,Vi,Blitzcrank,Kindred,Ahri,Kai'Sa,Yuumi,False,True
4220083370,platinum,,,,,,,,,,,True,False
4217796350,platinum,Sett,Kayn,Sylas,Kai'Sa,Blitzcrank,Kayle,Graves,Rumble,Zeri,Lulu,False,True
4216758441,diamond,Akshan,Diana,Malzahar,Caitlyn,Blitzcrank,Jax,Xin Zhao,Ekko,Jhin,Soraka,False,True
4216753096,platinum,Renekton,Rammus,Veigar,Jhin,Soraka,Sion,Diana,Anivia,Kai'Sa,Lulu,True,False
4216698774,platinum,Vladimir,Hecarim,Ahri,Caitlyn,Blitzcrank,Garen,Ekko,Kayle,Twitch,Thresh,True,False
4216733623,platinum,Shen,Ekko,Zoe,Aphelios,Sona,Tryndamere,Zac,Corki,Ezreal,Yuumi,True,False
4216690028,platinum,Garen,Zac,Vladimir,Jinx,Soraka,Darius,Zed,Viktor,Caitlyn,Karma,True,False
4215512926,diamond,Dr. Mundo,Ivern,Gangplank,Ashe,Soraka,Tryndamere,Lulu,Orianna,Jinx,,False,True
4214797164,platinum,Garen,Jarvan IV,Lissandra,Caitlyn,Lulu,Kled,Diana,Akali,Jhin,Morgana,False,True
4214749876,,Gwen,Kayn,Ahri,Caitlyn,Yuumi,Irelia,Jarvan IV,Lissandra,Lucian,Karma,False,True
4213652172,platinum,Yone,Viego,Veigar,Ezreal,Sona,Jayce,Kindred,Nunu & Willump,Kai'Sa,Karma,False,True
4212738640,platinum,Fiora,Rengar,Ahri,Caitlyn,Soraka,Garen,Rek'Sai,Yasuo,Kai'Sa,Zilean,False,True
4212692489,platinum,Fiora,Nocturne,Quinn,Swain,Brand,Teemo,Kindred,Annie,Caitlyn,Yuumi,False,True
4212654838,,Camille,Xin Zhao,Irelia,Kai'Sa,Janna,Yone,Lee Sin,Vladimir,Tristana,Yuumi,True,False
4212493288,platinum,Sion,Rengar,Tryndamere,Jhin,Sona,Draven,Shaco,Vladimir,Lucian,Soraka,False,True
4211298911,platinum,Irelia,Gragas,Yasuo,Caitlyn,Yuumi,Gwen,Viego,Zeri,Draven,Karma,True,False
4210453780,platinum,Aatrox,Karthus,Talon,Ashe,Nami,Poppy,Diana,Jayce,Caitlyn,Yuumi,True,False
4209393368,diamond,Yasuo,Nocturne,Veigar,Caitlyn,Yuumi,Gwen,Hecarim,Ekko,Jhin,Lux,True,False
4206459113,platinum,Camille,Shyvana,Lissandra,Aphelios,Janna,Darius,Shaco,Katarina,Jhin,Yuumi,True,False
4204036352,platinum,Garen,Xin Zhao,Ahri,Caitlyn,Karma,Shen,Rek'Sai,Viktor,Jhin,Lulu,False,True
4203926708,,Wukong,Jarvan IV,Kassadin,Jinx,Zyra,Riven,Diana,Fizz,Ezreal,Janna,False,True
4201178095,platinum,Aatrox,Poppy,Viktor,Zeri,Yuumi,Gangplank,Jarvan IV,Corki,Kog'Maw,Janna,True,False
4201108057,diamond,Illaoi,Nidalee,Taliyah,Jhin,Pantheon,Aatrox,Zac,Neeko,Zeri,Yuumi,False,True
4200330054,diamond,Riven,Graves,Irelia,Zeri,Yuumi,Kled,Rammus,Ahri,Jinx,Lulu,False,True
4200261312,gold,Gangplank,Graves,Lux,Jhin,Soraka,Karma,Kayn,Jayce,Draven,Leona,True,False
4200231640,platinum,Gangplank,Sejuani,Fizz,Zeri,Yuumi,Camille,Nidalee,Lux,Ezreal,Soraka,True,False
4188879172,platinum,Akali,Ivern,Yasuo,Jinx,Yuumi,Shen,Xin Zhao,Katarina,Caitlyn,Sona,False,True
4187631566,platinum,Vayne,Shaco,LeBlanc,Karthus,Thresh,Yone,Trundle,Gragas,Kai'Sa,Yuumi,False,True
4187526034,diamond,Aatrox,Kha'Zix,Galio,Jinx,Alistar,Yorick,Graves,Cassiopeia,Ezreal,Soraka,False,True
4187508570,,Dr. Mundo,Ekko,Corki,Caitlyn,Lux,Sett,Graves,Gragas,Kai'Sa,Yuumi,False,True
4186371929,platinum,Jax,Diana,Corki,Senna,Swain,Pantheon,Lee Sin,Vladimir,Kai'Sa,Yuumi,False,True
4186312832,diamond,Yone,Viego,Fizz,Jhin,Zilean,Renekton,Master Yi,Zed,Caitlyn,Karma,True,False
4186255098,platinum,Gwen,Kindred,Anivia,Jinx,Janna,Aatrox,Lee Sin,Ekko,Ezreal,Yuumi,False,True
4186177630,diamond,Pantheon,Diana,Draven,Jhin,Soraka,Jax,Lee Sin,LeBlanc,Miss Fortune,Lulu,True,False
4186128283,platinum,Camille,Vi,Veigar,Jinx,Soraka,Fiora,Gwen,Kled,Zeri,Taric,True,False
4184684427,diamond,Jax,Kha'Zix,Fizz,Kai'Sa,Lulu,Ornn,Xin Zhao,LeBlanc,Jhin,Leona,True,False
4184584615,gold,Akali,Warwick,Yasuo,Kai'Sa,Yuumi,Sion,Lee Sin,Talon,Jinx,Lux,False,True
4184524693,platinum,Vladimir,Kha'Zix,Lucian,Ezreal,Zyra,Sion,Kayn,Xerath,Jinx,Leona,False,True
4184285304,platinum,Trundle,Viego,Sylas,Ezreal,Pyke,Riven,Kha'Zix,Vex,Jhin,Soraka,True,False
4184277302,diamond,Renekton,Graves,Diana,Kai'Sa,Lulu,Gwen,Warwick,Yone,Jhin,Yuumi,False,True
4183327589,diamond,Singed,Ekko,Qiyana,Ezreal,Yuumi,Tryndamere,Elise,Graves,Xerath,Blitzcrank,True,False
4183351203,diamond,Cassiopeia,Xin Zhao,Diana,Jinx,Zilean,Sion,Lillia,Viktor,Kai'Sa,Karma,False,True
4182360611,platinum,Gangplank,Kindred,Galio,Kai'Sa,Rakan,Kayle,Mordekaiser,Katarina,Twitch,Yuumi,True,False
4182167887,platinum,Irelia,Lee Sin,Vex,Jinx,Thresh,Renekton,Viego,Syndra,Ezreal,Yuumi,False,True
4182099979,platinum,Irelia,Graves,Orianna,Draven,Nautilus,Gragas,Viego,Yone,Caitlyn,Yuumi,True,False
4182032149,platinum,Gnar,Talon,Viktor,Draven,Soraka,Akshan,Trundle,Fizz,Ashe,Zilean,True,False
4180940806,,Poppy,Rek'Sai,Talon,Jinx,Zilean,Riven,Kha'Zix,Vladimir,Ezreal,Seraphine,False,True
4180901763,platinum,Quinn,Diana,Ekko,Jhin,Leona,Cho'Gath,Kayn,Talon,Kai'Sa,Yuumi,False,True
4255487652,platinum,Fiora,Fiddlesticks,Kayle,Kindred,Janna,Ornn,Hecarim,Fizz,Jinx,Lulu,True,False
4255493022,platinum,Fiora,Graves,Kayle,Caitlyn,Morgana,Sett,Nidalee,Viktor,Ezreal,Blitzcrank,False,True
4255428321,,Fiora,Zac,Malzahar,Vayne,Karma,Sion,Poppy,Cho'Gath,Kai'Sa,Pantheon,False,True
4255250741,platinum,Irelia,Zac,Lissandra,Aphelios,Nautilus,Jayce,Volibear,Kassadin,Draven,Janna,True,False
4255230555,platinum,Aatrox,Xin Zhao,Twisted Fate,Tristana,Nunu & Willump,Riven,Rammus,Swain,Jinx,Karma,False,True
4254681158,platinum,Malphite,Shyvana,Vex,Vayne,Sona,Mordekaiser,Volibear,Rumble,Lucian,Nami,False,True
4254349057,platinum,Fiora,Diana,Vayne,Senna,Nautilus,Nasus,Volibear,Qiyana,Ashe,Lux,True,False
4252860839,platinum,Vladimir,Rammus,Jayce,Kai'Sa,Janna,Irelia,Ekko,Fizz,Draven,Bard,False,True
4252579363,platinum,Pantheon,Kha'Zix,Katarina,Miss Fortune,Pyke,Graves,Rammus,Anivia,Caitlyn,Lux,False,True
4252527880,platinum,Tahm Kench,Vi,Zoe,Vayne,Morgana,Camille,Kindred,Anivia,Veigar,Poppy,True,False
4252551183,platinum,Tahm Kench,Hecarim,Gangplank,Jhin,Zyra,Sylas,Lillia,Illaoi,Aphelios,Thresh,True,False
4251429207,platinum,Camille,Lee Sin,LeBlanc,Lucian,Xerath,Sett,Nocturne,Zoe,Draven,Morgana,False,True
4251265716,platinum,Tryndamere,Poppy,Vladimir,Draven,Lux,Jax,Zac,Lissandra,Caitlyn,Nami,True,False
4250726585,platinum,Garen,Fiddlesticks,Akshan,Vayne,Zilean,Trundle,Amumu,Cassiopeia,Kalista,Pyke,True,False
4250517856,platinum,Darius,Rammus,Qiyana,Jinx,Lux,Ornn,Ekko,Yasuo,Jhin,Soraka,True,False
4250504996,platinum,Aatrox,Zac,Karma,Lucian,Nami,Gragas,Talon,Garen,Jhin,Senna,True,False
4249849169,platinum,Yone,Viego,Sylas,Twitch,Zilean,Aatrox,Kayn,Anivia,Veigar,Alistar,True,False
4249686353,,Ornn,Amumu,Syndra,Lucian,Renata Glasc,Renekton,Rammus,Anivia,Kai'Sa,Soraka,False,True
4249549723,gold,Garen,Lee Sin,Ahri,Jhin,Blitzcrank,Tahm Kench,Kha'Zix,Katarina,Zeri,Sett,False,True
4249584797,platinum,Darius,Sett,Vex,Twitch,Lulu,Yasuo,Zac,Anivia,Jinx,Yuumi,False,True
4248698285,platinum,Mordekaiser,Nunu & Willump,Zed,Ezreal,Trundle,Sion,Shyvana,Pyke,Lucian,Lux,True,False
4245878268,gold,Mordekaiser,Jarvan IV,Yone,Twitch,Nami,Renekton,Diana,Akali,Zeri,Blitzcrank,True,False
4245883408,platinum,Shen,Udyr,Malzahar,Jinx,Lulu,Sett,Shyvana,Akshan,Ezreal,Thresh,True,False
4245879888,platinum,Shen,Master Yi,Cassiopeia,Ezreal,Soraka,Akshan,Zac,Kai'Sa,Veigar,Tahm Kench,True,False
4245241223,gold,Camille,Lee Sin,Lux,Kai'Sa,Soraka,Sion,Diana,Zed,Lucian,Alistar,False,True
4240296175,platinum,Graves,Renata Glasc,Syndra,Vayne,,Corki,Nocturne,Zed,Tahm Kench,Senna,False,True
4240262736,platinum,Darius,Graves,Ahri,Zeri,Heimerdinger,Garen,Rammus,Katarina,Ezreal,Senna,True,False
4229077409,platinum,Sett,Master Yi,LeBlanc,Jhin,Renata Glasc,Riven,Rammus,Ziggs,Jinx,Senna,True,False
4228435193,platinum,,Jarvan IV,Annie,Jhin,Nami,Darius,Hecarim,Vex,Twitch,Pyke,False,True
4228388771,gold,Quinn,Kha'Zix,Zilean,Veigar,Alistar,Tahm Kench,Viego,Kayle,Tristana,Brand,True,False
4227977975,,Aatrox,Rammus,Lissandra,Zeri,Leona,Camille,Hecarim,Vladimir,Lucian,Janna,False,True
4227936512,platinum,Sett,Lillia,Sion,Caitlyn,Senna,Garen,Trundle,Zoe,Kai'Sa,Thresh,False,True
4226709334,diamond,Quinn,Volibear,Annie,Jinx,Janna,Renekton,Rammus,Kassadin,Caitlyn,Lux,True,False
4226085465,platinum,Volibear,Mordekaiser,Kassadin,Jinx,Blitzcrank,Aatrox,Kayn,Viktor,Lucian,Soraka,False,True
4225681194,platinum,Shen,Graves,LeBlanc,Jinx,Renata Glasc,Kayle,Karthus,Talon,Varus,Thresh,False,True
4225627305,diamond,Quinn,Trundle,Katarina,Jhin,Brand,Skarner,Rammus,Vladimir,Jinx,Sona,False,True
